"inst_name,C,254",lat,lon,geoid,tractid,state,county
PULVINAR NEURO LLC,35.934949,-79.037474,1400000US37135011902,37135011902,NC,Orange County
CHILDREN'S HOSPITAL MED CTR OF AKRON,41.081525,-81.518551,1400000US39153508301,39153508301,OH,Summit County
MOGLING BIO INC,39.140867,-84.442773,1400000US39061005000,39061005000,OH,Hamilton County
NEW YORK INST OF TECHNOLOGY,40.78278,-73.59024,1400000US36059302502,36059302502,NY,Nassau County
"STEMCULTURES, LLC",42.6246,-73.71012,1400000US36083052406,36083052406,NY,Rensselaer County
"IRX REMINDER, LLC",41.115729,-81.550105,1400000US39153507202,39153507202,OH,Summit County
ASHLAND UNIVERSITY,40.862307,-82.319953,1400000US39005970600,39005970600,OH,Ashland County
"VETERANS HEALTH RESEARCH INSTITUTE OF CENTRAL NEW YORK, INC.",43.0386,-76.139,1400000US36067004301,36067004301,NY,Onondaga County
"CERAMEDIX HOLDING, LLC",40.761333,-73.972874,1400000US36061010200,36061010200,NY,New York County
"AMALGENT THERAPEUTICS, INC.",35.956579,-79.018997,1400000US37135011206,37135011206,NC,Orange County
CAROLINAS MEDICAL CENTER,35.203976,-80.839086,1400000US37119003500,37119003500,NC,Mecklenburg County
LIGHTOPTECH CORPORATION,43.069393,-77.684561,1400000US36055013205,36055013205,NY,Monroe County
ASCRIBE BIOSCIENCE INC.,42.423267,-76.501877,1400000US36109001100,36109001100,NY,Tompkins County
"CHESS MOBILE HEALTH, INC.",43.046199,-77.467777,1400000US36055011708,36055011708,NY,Monroe County
BOYCE THOMPSON INST FOR PLANT RESEARCH,42.447,-76.4676,1400000US36109000300,36109000300,NY,Tompkins County
21MEDTECH LLC,35.9138,-78.848911,1400000US37063002038,37063002038,NC,Durham County
"BRAIN ELECTROPHYSIOLOGY LABORATORY COMPANY, LLC",44.048601,-123.068058,1400000US41039003700,41039003700,OR,Lane County
"TEACHLEY, LLC",40.613062,-74.110074,1400000US36085016901,36085016901,NY,Richmond County
"CLARAMETYX BIOSCIENCE, INC.",39.995912,-83.040421,1400000US39049007830,39049007830,OH,Franklin County
"REWIRE NEUROSCIENCE, LLC",45.48741,-122.847959,1400000US41067031706,41067031706,OR,Washington County
NZUMBE EPIGENETICS,45.561458,-122.622122,1400000US41051003000,41051003000,OR,Multnomah County
KILLER SNAILS LLC,40.64542,-73.946861,1400000US36047082600,36047082600,NY,Kings County
"VERRA THERAPEUTICS, INC.",42.526513,-76.487699,1400000US36109001500,36109001500,NY,Tompkins County
FAMILY HEALTH INTERNATIONAL,35.992834,-78.903914,1400000US37063002300,37063002300,NC,Durham County
ROCHESTER GENERAL HOSPITAL (NY),43.192438,-77.586592,1400000US36055008100,36055008100,NY,Monroe County
"TRANSTIMULATION RESEARCH, INC.",35.452086,-97.495948,1400000US40109103900,40109103900,OK,Oklahoma County
"BIOINCEPT, LLC",39.875544,-74.984922,1400000US34007603503,34007603503,NJ,Camden County
DOUBLE S INSTRUCTIONAL SYSTEMS,44.107614,-123.13917,1400000US41039002404,41039002404,OR,Lane County
MULTNOMAH COUNTY HEALTH DEPARTMENT,45.512602,-122.660249,1400000US41051001101,41051001101,OR,Multnomah County
TRACE BIOSCIENCES INC,45.489026,-122.672016,1400000US41051005902,41051005902,OR,Multnomah County
RESEARCH INST OF FOX CHASE CAN CTR,40.067891,-75.091086,1400000US42101033900,42101033900,PA,Philadelphia County
VANDERBILT UNIVERSITY,36.143381,-86.803365,1400000US47037016500,47037016500,TN,Davidson County
BROWN UNIVERSITY,41.826136,-71.404513,1400000US44007003602,44007003602,RI,Providence County
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,35.155607,-90.045279,1400000US47157011300,47157011300,TN,Shelby County
CHILDREN'S HOSP OF PHILADELPHIA,39.946632,-75.196604,1400000US42101036901,42101036901,PA,Philadelphia County
MEHARRY MEDICAL COLLEGE,36.166904,-86.806149,1400000US47037014200,47037014200,TN,Davidson County
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,40.440909,-79.959125,1400000US42003040500,42003040500,PA,Allegheny County
MEDICAL UNIVERSITY OF SOUTH CAROLINA,32.786754,-79.947265,1400000US45019000600,45019000600,SC,Charleston County
UNIVERSITY OF TENNESSEE KNOXVILLE,35.954943,-83.93035,1400000US47093000901,47093000901,TN,Knox County
VANDERBILT UNIVERSITY MEDICAL CENTER,36.143784,-86.800995,1400000US47037016500,47037016500,TN,Davidson County
CLEMSON UNIVERSITY,34.673146,-82.823962,1400000US45077011206,45077011206,SC,Pickens County
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,33.999623,-81.028249,1400000US45079002900,45079002900,SC,Richland County
UNIVERSITY OF PENNSYLVANIA,39.953462,-75.193983,1400000US42101036902,42101036902,PA,Philadelphia County
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,40.264414,-76.674014,1400000US42043024105,42043024105,PA,Dauphin County
WOMEN AND INFANTS HOSPITAL-RHODE ISLAND,41.810964,-71.412083,1400000US44007000700,44007000700,RI,Providence County
THOMAS JEFFERSON UNIVERSITY,39.948207,-75.157825,1400000US42101000902,42101000902,PA,Philadelphia County
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,35.138829,-90.033163,1400000US47157003800,47157003800,TN,Shelby County
"PENNSYLVANIA STATE UNIVERSITY, THE",40.870717,-77.83415,1400000US42027011201,42027011201,PA,Centre County
ASIAN COMMUNITY HEALTH COALITION,39.960695,-75.157059,1400000US42101037600,42101037600,PA,Philadelphia County
DREXEL UNIVERSITY,39.954073,-75.186541,1400000US42101036902,42101036902,PA,Philadelphia County
RHODE ISLAND HOSPITAL,41.811681,-71.409371,1400000US44007000600,44007000600,RI,Providence County
MONELL CHEMICAL SENSES CENTER,39.955743,-75.193059,1400000US42101036902,42101036902,PA,Philadelphia County
PLANS4CARE INC.,41.848752,-71.399575,1400000US44007003300,44007003300,RI,Providence County
WILLS EYE HEALTH SYSTEM,39.947871,-75.155111,1400000US42101000902,42101000902,PA,Philadelphia County
TEMPLE UNIV OF THE COMMONWEALTH,39.980272,-75.157051,1400000US42101037700,42101037700,PA,Philadelphia County
MAGEE-WOMEN'S RES INST AND FOUNDATION,40.437078,-79.96154,1400000US42003040900,42003040900,PA,Allegheny County
LEHIGH UNIVERSITY,40.606735,-75.381089,1400000US42095011100,42095011100,PA,Northampton County
SANFORD RESEARCH/USD,43.601788,-96.697948,1400000US46099000100,46099000100,SD,Minnehaha County
WISTAR INSTITUTE,39.951288,-75.195771,1400000US42101036902,42101036902,PA,Philadelphia County
"LOXIGEN, INC.",34.011434,-81.236644,1400000US45063021049,45063021049,SC,Lexington County
CARNEGIE-MELLON UNIVERSITY,40.442959,-79.941084,1400000US42003140100,42003140100,PA,Allegheny County
"ENDOTHEIA, INC.",36.093233,-86.874496,1400000US47037018500,47037018500,TN,Davidson County
UNIVERSITY OF RHODE ISLAND,41.486042,-71.528656,1400000US44009051400,44009051400,RI,Washington County
"MISSOURI BREAKS RESEARCH, INC.",45.4277,-101.074481,1400000US46041941700,46041941700,SD,Dewey County
"ATLAS BIOLOGICS, LLC",40.806689,-77.82112,1400000US42027011702,42027011702,PA,Centre County
OAK RIDGE ASSOCIATED UNIVERSITIES,36.020634,-84.253983,1400000US47001020400,47001020400,TN,Anderson County
EAST TENNESSEE STATE UNIVERSITY,36.330892,-82.365584,1400000US47179060401,47179060401,TN,Washington County
"OCEAN STATE RESEARCH INSTITUTE, INC.",41.83105,-71.431474,1400000US44007002200,44007002200,RI,Providence County
GORDON RESEARCH CONFERENCES,41.480003,-71.569648,1400000US44009051306,44009051306,RI,Washington County
"QRONO, INC",40.444551,-79.948896,1400000US42003982200,42003982200,PA,Allegheny County
UNIVERSITY OF MEMPHIS,35.120123,-89.939705,1400000US47157007300,47157007300,TN,Shelby County
VILLANOVA UNIVERSITY,40.035569,-75.347751,1400000US42045409701,42045409701,PA,Delaware County
NATIONAL DISEASE RESEARCH INTERCHANGE,39.953681,-75.167957,1400000US42101000403,42101000403,PA,Philadelphia County
EMMA PENDLETON BRADLEY HOSPITAL,41.792379,-71.367401,1400000US44007010502,44007010502,RI,Providence County
"EVRYS BIO, LLC",40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
ALTRUMED LLC,39.941467,-75.2,1400000US42101003300,42101003300,PA,Philadelphia County
DUQUESNE UNIVERSITY,40.437818,-79.993649,1400000US42003010302,42003010302,PA,Allegheny County
FURMAN UNIVERSITY,34.930099,-82.433236,1400000US45045003803,45045003803,SC,Greenville County
UNIVERSITY OF SOUTH DAKOTA,42.78263,-96.925433,1400000US46027965900,46027965900,SD,Clay County
MIRIAM HOSPITAL,41.852056,-71.398438,1400000US44007003300,44007003300,RI,Providence County
LYNTHERA CORPORATION,40.065307,-76.41685,1400000US42071011504,42071011504,PA,Lancaster County
"ACTUATED MEDICAL, INC.",40.886104,-77.776135,1400000US42027011201,42027011201,PA,Centre County
APEX ORTHOPAEDIC TECHNOLOGIES LLC,32.850306,-79.831263,1400000US45019004614,45019004614,SC,Charleston County
"ACEPRE, LLC",33.979985,-80.961921,1400000US45079011604,45079011604,SC,Richland County
EXPANSE BIO LLC,32.842948,-80.015407,1400000US45019003900,45019003900,SC,Charleston County
CREMEDICAL CORPORATION,41.489378,-71.515444,1400000US44009051305,44009051305,RI,Washington County
"SYLVATICA BIOTECH, INC.",40.68819,-73.979368,1400000US36047003300,36047003300,NY,Kings County
"FRD ACCEL, LLC",32.787667,-79.949553,1400000US45019000600,45019000600,SC,Charleston County
FLUIDISPEC LLC,39.941467,-75.2,1400000US42101003300,42101003300,PA,Philadelphia County
MAGNIFY BIOSCIENCES INC.,40.592514,-80.104523,1400000US42003412004,42003412004,PA,Allegheny County
LUCIE MEDICAL INC,34.943974,-81.880179,1400000US45083021302,45083021302,SC,Spartanburg County
"RENERVA, LLC",40.433877,-79.888737,1400000US42003516100,42003516100,PA,Allegheny County
"LIFESENSORS, INC.",40.061416,-75.540506,1400000US42029302104,42029302104,PA,Chester County
"DOTY SCIENTIFIC, INC.",34.124778,-80.867789,1400000US45079011414,45079011414,SC,Richland County
VEST INC.,40.48558,-79.886515,1400000US42003421100,42003421100,PA,Allegheny County
VELLUM BIOSCIENCES LLC,39.941467,-75.2,1400000US42101003300,42101003300,PA,Philadelphia County
ONCOBLAZE LLC,32.845601,-80.066394,1400000US45019005701,45019005701,SC,Charleston County
"FIBROBIOLOGICS, LLC",32.77093,-79.982302,1400000US45019003000,45019003000,SC,Charleston County
"PHRASE HEALTH, INC.",39.944249,-75.181936,1400000US42101001302,42101001302,PA,Philadelphia County
THENDOR THERAPEUTICS LLC,33.907351,-81.305931,1400000US45063021037,45063021037,SC,Lexington County
"FLIK THERAPEUTICS, INC.",40.058687,-75.15921,1400000US42101026400,42101026400,PA,Philadelphia County
"NRG ONCOLOGY FOUNDATION, INC.",39.953571,-75.167569,1400000US42101000403,42101000403,PA,Philadelphia County
"FIBROTHERAPEUTICS, INC.",32.821408,-80.020589,1400000US45019002612,45019002612,SC,Charleston County
SHIFA BIOMEDICAL CORPORATION,40.065545,-75.531218,1400000US42029302104,42029302104,PA,Chester County
ECOG-ACRIN MEDICAL RESEARCH FOUNDATION,39.95285,-75.170455,1400000US42101000404,42101000404,PA,Philadelphia County
NURELM E-BUSINESS SOFTWARE,40.459723,-79.928112,1400000US42003111500,42003111500,PA,Allegheny County
INTEGRAL MOLECULAR,39.956954,-75.197024,1400000US42101009100,42101009100,PA,Philadelphia County
"CHEMIA BIOSCIENCES, INC.",40.421602,-79.921022,1400000US42003141400,42003141400,PA,Allegheny County
"VOLUMETRIX, LLC",36.131323,-86.808506,1400000US47037016800,47037016800,TN,Davidson County
HEPATITIS B FOUNDATION,40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
"ST. JUDE CHILDREN'S RESEARCH HOSPITAL GRADUATE SCHOOL OF BIOMEDICAL SCIENCES, LLC",35.154349,-90.043623,1400000US47157011300,47157011300,TN,Shelby County
"BEHAIVIOR, LLC",40.446287,-79.947899,1400000US42003040400,42003040400,PA,Allegheny County
DUO ONCOLOGY INC,40.440683,-79.956021,1400000US42003040500,42003040500,PA,Allegheny County
"RTM VITAL SIGNS, LLC",40.129725,-75.180006,1400000US42091201406,42091201406,PA,Montgomery County
GEISINGER CLINIC,40.969762,-76.60444,1400000US42093050200,42093050200,PA,Montour County
"BASIC HEALTH INTERNATIONAL, INC.",40.695964,-73.993597,1400000US36047000502,36047000502,NY,Kings County
"NUBAD, LLC",34.817674,-82.411889,1400000US45045002103,45045002103,SC,Greenville County
"TAVO BIOTHERAPEUTICS, INC",35.12911,-89.88245,1400000US47157009600,47157009600,TN,Shelby County
MIDDLE TENNESSEE STATE UNIVERSITY,35.843821,-86.370629,1400000US47149041500,47149041500,TN,Rutherford County
FRANKLIN AND MARSHALL COLLEGE,40.048753,-76.315099,1400000US42071011805,42071011805,PA,Lancaster County
COLUMBIA INTERNATIONAL UNIVERSITY,34.08122,-81.069502,1400000US45079010501,45079010501,SC,Richland County
SWARTHMORE COLLEGE,39.906349,-75.351058,1400000US42045407600,42045407600,PA,Delaware County
ARCADIA UNIVERSITY,40.090565,-75.163288,1400000US42091202500,42091202500,PA,Montgomery County
SAINT JOSEPH'S UNIVERSITY,39.993744,-75.239641,1400000US42101011700,42101011700,PA,Philadelphia County
HAVERFORD COLLEGE,40.012026,-75.299434,1400000US42091205300,42091205300,PA,Montgomery County
BRYN MAWR COLLEGE,40.021835,-75.322234,1400000US42091205000,42091205000,PA,Montgomery County
SOUTH DAKOTA STATE UNIVERSITY,44.306715,-96.786041,1400000US46011958900,46011958900,SD,Brookings County
"BUTLER HOSPITAL (PROVIDENCE, RI)",41.843586,-71.379656,1400000US44007003400,44007003400,RI,Providence County
UNIVERSITY OF SOUTH CAROLINA,34.994269,-81.969809,1400000US45083021806,45083021806,SC,Spartanburg County
UNIVERSITY OF SOUTH CAROLINA AT AIKEN,33.573375,-81.766802,1400000US45003021300,45003021300,SC,Aiken County
WINTHROP UNIVERSITY,34.938697,-81.029178,1400000US45091060600,45091060600,SC,York County
BARUCH S. BLUMBERG INSTITUTE,40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
VANISH THERAPEUTICS INC.,40.664788,-80.088989,1400000US42003411002,42003411002,PA,Allegheny County
"TREVARX BIOMEDICAL, INC.",39.956457,-75.195622,1400000US42101009100,42101009100,PA,Philadelphia County
TENNESSEE STATE UNIVERSITY,36.168333,-86.828524,1400000US47037013600,47037013600,TN,Davidson County
"LIPO-IMMUNO TECH, LLC",32.908565,-79.819092,1400000US45019004616,45019004616,SC,Charleston County
UROGENIE LLC,40.228972,-75.012037,1400000US42017105013,42017105013,PA,Bucks County
UNIVERSITY CITY SCIENCE CENTER,39.956954,-75.197024,1400000US42101009100,42101009100,PA,Philadelphia County
"CONSEGNA PHARMA, INC.",40.4299,-79.969825,1400000US42003160900,42003160900,PA,Allegheny County
OSTIIO LLC,39.939728,-75.198112,1400000US42101003300,42101003300,PA,Philadelphia County
BLACK HILLS CTR/AMERICAN INDIAN HEALTH,44.08023,-103.229191,1400000US46103010202,46103010202,SD,Pennington County
"CONIFER POINT PHARMACEUTICALS, LLC",40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
"MYRIAD SENSORS, INC.",37.397339,-122.074361,1400000US06085509201,06085509201,CA,Santa Clara County
"VIRTUOSO SURGICAL, INC.",36.101185,-86.872206,1400000US47037018201,47037018201,TN,Davidson County
"VERY REAL HELP, LLC",36.148346,-86.795727,1400000US47037016400,47037016400,TN,Davidson County
"BOLDEN THERAPEUTICS, INC.",41.83885,-71.387459,1400000US44007003400,44007003400,RI,Providence County
"AXONOVA MEDICAL, LLC",39.94248,-75.198681,1400000US42101003300,42101003300,PA,Philadelphia County
POLYGON HEALTH ANALYTICS LLC,40.277125,-75.196609,1400000US42017102004,42017102004,PA,Bucks County
VRM LABS INC,34.805816,-82.562178,1400000US45077010905,45077010905,SC,Pickens County
"PROTHERA BIOLOGICS, LLC",41.81837,-71.407849,1400000US44007000600,44007000600,RI,Providence County
"SOMATOCEUTICS, LLC",32.785964,-79.947431,1400000US45019000600,45019000600,SC,Charleston County
"EPIVARIO, LLC",39.94248,-75.198681,1400000US42101003300,42101003300,PA,Philadelphia County
"CYTOAGENTS, INC.",40.429124,-79.969542,1400000US42003160900,42003160900,PA,Allegheny County
NEURONASAL INC,40.595927,-80.081318,1400000US42003412003,42003412003,PA,Allegheny County
"HAGER BIOSCIENCES, LLC",40.602138,-75.360918,1400000US42095011300,42095011300,PA,Northampton County
"EQUA HEALTH, INC.",40.451011,-80.005192,1400000US42003562700,42003562700,PA,Allegheny County
"NIMBUS RESEARCH LABORATORY, LLC",41.834506,-71.392026,1400000US44007003400,44007003400,RI,Providence County
"PALMETTO INNOVATIVE EDUCATION, LLC",32.914461,-79.812907,1400000US45019004616,45019004616,SC,Charleston County
NOUS BIOSCIENCES INC,40.33238,-75.125335,1400000US42017104503,42017104503,PA,Bucks County
"SIRPANT IMMUNOTHERAPEUTICS, INC.",39.952951,-77.701712,1400000US42055011302,42055011302,PA,Franklin County
HEALING INNOVATIONS INC,36.157587,-86.769967,1400000US47037019503,47037019503,TN,Davidson County
"VENATORX PHARMACEUTICALS, INC.",40.074659,-75.485468,1400000US42029300107,42029300107,PA,Chester County
"SHIP OF THESEUS, LLC",39.949585,-75.224263,1400000US42101008000,42101008000,PA,Philadelphia County
"FOX LEARNING SYSTEMS, INC.",40.425951,-80.048689,1400000US42003469000,42003469000,PA,Allegheny County
"SERENTRIX, LLC",40.057411,-75.656393,1400000US42029304403,42029304403,PA,Chester County
"OVARYIT, LLC",30.443357,-84.276212,1400000US12073000200,12073000200,FL,Leon County
"RESPAIR, INC.",40.459464,-79.917932,1400000US42003111500,42003111500,PA,Allegheny County
PRISMA HEALTH - UPSTATE,34.821513,-82.413605,1400000US45045002103,45045002103,SC,Greenville County
GREENWOOD GENETIC CENTER,34.172709,-82.165506,1400000US45047970401,45047970401,SC,Greenwood County
AMERICAN ASSOCIATION FOR CANCER RESEARCH,39.949341,-75.150986,1400000US42101000101,42101000101,PA,Philadelphia County
"PRAEVENTIX, LLC",40.064381,-75.686701,1400000US42029304406,42029304406,PA,Chester County
ALBERT EINSTEIN HEALTHCARE NETWORK,40.03515,-75.144702,1400000US42101028200,42101028200,PA,Philadelphia County
"INTEGRATED MICRO-CHROMATOGRAPHY SYSTEMS, INC.",34.092755,-81.15786,1400000US45079010304,45079010304,SC,Richland County
AVERA MCKENNAN,43.534579,-96.711411,1400000US46099000500,46099000500,SD,Minnehaha County
"RESILIENT LIFESCIENCE, INC.",40.451011,-80.005192,1400000US42003562700,42003562700,PA,Allegheny County
"MINDTRACE TECHNOLOGIES, INC.",40.442422,-80.001087,1400000US42003020100,42003020100,PA,Allegheny County
"RESPANA THERAPEUTICS, INC.",39.956538,-75.196276,1400000US42101009100,42101009100,PA,Philadelphia County
"LEUKOGENE THERAPEUTICS, INC.",32.743222,-80.210577,1400000US45019002504,45019002504,SC,Charleston County
VETERANS HEALTH FOUNDATION,40.445977,-79.962428,1400000US42003051000,42003051000,PA,Allegheny County
BAPTIST MEMORIAL HOSPITAL - TIPTON,35.534504,-89.677361,1400000US47167040601,47167040601,TN,Tipton County
CERULEAN SCIENTIFIC INC.,40.071103,-76.210522,1400000US42071013101,42071013101,PA,Lancaster County
"FOX CHASE CHEMICAL DIVERSITY CENTER, INC",40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
SPARTANBURG REGIONAL MEDICAL CENTER,34.967658,-81.941066,1400000US45083020301,45083020301,SC,Spartanburg County
"UT-BATTELLE, LLC-OAK RIDGE NATIONAL LAB",36.015713,-84.251251,1400000US47001020100,47001020100,TN,Anderson County
STEELWORKER CHARITABLE/EDUCATIONAL ORG,40.448765,-79.991418,1400000US42003020300,42003020300,PA,Allegheny County
"AMERSA, INC.",41.758266,-71.459106,1400000US44007013900,44007013900,RI,Providence County
APOGEE BIOTECHNOLOGY CORPORATION,40.258924,-76.648669,1400000US42043024102,42043024102,PA,Dauphin County
LANKENAU INSTITUTE FOR MEDICAL RESEARCH,39.988374,-75.254297,1400000US42091205503,42091205503,PA,Montgomery County
UNIVERSITY OF TENNESSEE MARTIN,36.344329,-88.858264,1400000US47183968203,47183968203,TN,Weakley County
BLACK HILLS STATE UNIVERSITY,44.495415,-103.870184,1400000US46081966301,46081966301,SD,Lawrence County
UNIVERSITY OF TENNESSEE CHATTANOOGA,35.045822,-85.299815,1400000US47065012400,47065012400,TN,Hamilton County
WEST CHESTER UNIVERSITY OF PENNSYLVANIA,39.953165,-75.597523,1400000US42029980000,42029980000,PA,Chester County
SALVE REGINA UNIVERSITY,41.473768,-71.299028,1400000US44005040900,44005040900,RI,Newport County
BRYANT UNIVERSITY,41.920445,-71.534004,1400000US44007012601,44007012601,RI,Providence County
"IMMUNO TECHNOLOGIES, INC.",35.139448,-90.029511,1400000US47157003800,47157003800,TN,Shelby County
BENEDICT COLLEGE,34.012467,-81.021934,1400000US45079001000,45079001000,SC,Richland County
"ZYLO THERAPEUTICS, INC.",34.849414,-82.398467,1400000US45045000200,45045000200,SC,Greenville County
JUNIATA COLLEGE,40.498687,-78.017271,1400000US42061950400,42061950400,PA,Huntingdon County
COLLEGE ON PROBLEMS OF DRUG DEPENDENCE,40.005037,-75.152512,1400000US42101020101,42101020101,PA,Philadelphia County
KENT COUNTY MEMORIAL HOSPITAL,41.706288,-71.478351,1400000US44003022100,44003022100,RI,Kent County
"QUANTUMBIO, INC.",40.762823,-77.880792,1400000US42027011501,42027011501,PA,Centre County
SALUS UNIVERSITY,40.085973,-75.128036,1400000US42091202301,42091202301,PA,Montgomery County
"PRO-CHANGE BEHAVIOR SYSTEMS, INC.",41.451027,-71.497523,1400000US44009051201,44009051201,RI,Washington County
ALLEGHENY-SINGER RESEARCH INSTITUTE,40.457062,-80.003694,1400000US42003565100,42003565100,PA,Allegheny County
"ADVAC THERAPEUTIC, LLC",39.936445,-75.183641,1400000US42101002000,42101002000,PA,Philadelphia County
HARLINGENE LIFE SCIENCES LLC,40.33238,-75.125335,1400000US42017104503,42017104503,PA,Bucks County
"PROGENRA, INC.",40.060849,-75.539217,1400000US42029302104,42029302104,PA,Chester County
THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,39.957946,-75.171447,1400000US42101000300,42101000300,PA,Philadelphia County
"RTUTOR, LLC",43.512419,-96.666755,1400000US46099001806,46099001806,SD,Minnehaha County
VIORA HEALTH INC,39.955933,-75.19146,1400000US42101009000,42101009000,PA,Philadelphia County
"OMEGAQUANT ANALYTICS, LLC",43.543804,-96.786072,1400000US46099001002,46099001002,SD,Minnehaha County
"ABZYME THERAPEUTICS, LLC",40.232732,-75.55125,1400000US42091208603,42091208603,PA,Montgomery County
"MYEXPOSOME, INC.",39.939573,-75.145332,1400000US42101001600,42101001600,PA,Philadelphia County
MERLIN THERAPEUTICS INC,40.076553,-75.334812,1400000US42091205906,42091205906,PA,Montgomery County
PEDIADOSE LLC,40.814652,-74.523366,1400000US34027043402,34027043402,NJ,Morris County
BUCKNELL UNIVERSITY,40.97274,-76.91844,1400000US42119980501,42119980501,PA,Union County
CLAFLIN UNIVERSITY,33.495919,-80.855463,1400000US45075011200,45075011200,SC,Orangeburg County
"ADVENT THERAPEUTICS, INC.",40.401209,-75.04759,1400000US42017104301,42017104301,PA,Bucks County
SOUTH CAROLINA STATE UNIVERSITY,33.581944,-80.818056,1400000US45075010803,45075010803,SC,Orangeburg County
"JBS SCIENCE, INC.",40.336131,-75.125272,1400000US42017104503,42017104503,PA,Bucks County
SPECTRAGENETICS,40.4299,-79.969825,1400000US42003160900,42003160900,PA,Allegheny County
MACHINE AND HUMAN INTERACTION LLC.,34.670239,-82.815239,1400000US45077011206,45077011206,SC,Pickens County
"COGNITION THERAPEUTICS, INC.",40.4299,-79.969825,1400000US42003160900,42003160900,PA,Allegheny County
"YAYA SCIENTIFIC, LLC",35.886107,-84.215643,1400000US47093005810,47093005810,TN,Knox County
UT SOUTHWESTERN MEDICAL CENTER,32.811963,-96.837534,1400000US48113010001,48113010001,TX,Dallas County
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,30.551654,-96.242881,1400000US48041002009,48041002009,TX,Brazos County
UNIVERSITY OF UTAH,40.764542,-111.850317,1400000US49035101402,49035101402,UT,Salt Lake County
UNIVERSITY OF TEXAS SAN ANTONIO,29.567119,-98.605723,1400000US48029181819,48029181819,TX,Bexar County
UNIVERSITY OF TEXAS ARLINGTON,32.728201,-97.112604,1400000US48439122300,48439122300,TX,Tarrant County
UNIVERSITY OF TEXAS MED BR GALVESTON,29.311028,-94.778007,1400000US48167724300,48167724300,TX,Galveston County
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,29.513091,-98.577742,1400000US48029181402,48029181402,TX,Bexar County
RICE UNIVERSITY,29.717236,-95.402761,1400000US48201980300,48201980300,TX,Harris County
METHODIST HOSPITAL RESEARCH INSTITUTE,29.707454,-95.399168,1400000US48201313102,48201313102,TX,Harris County
DELL FEDERAL SYSTEMS L.P.,30.515111,-97.672706,1400000US48491020701,48491020701,TX,Williamson County
UNIVERSITY OF HOUSTON,29.718091,-95.336483,1400000US48201312000,48201312000,TX,Harris County
UNIVERSITY OF NORTH TEXAS,33.21077,-97.147769,1400000US48121021000,48121021000,TX,Denton County
TEXAS ENGINEERING EXPERIMENT STATION,30.561542,-96.253207,1400000US48041002009,48041002009,TX,Brazos County
TEXAS A&M UNIVERSITY,30.605876,-96.368771,1400000US48041000207,48041000207,TX,Brazos County
BAYLOR COLLEGE OF MEDICINE,29.70926,-95.400851,1400000US48201313102,48201313102,TX,Harris County
TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,33.592746,-101.898787,1400000US48303000501,48303000501,TX,Lubbock County
UNIVERSITY OF TX MD ANDERSON CAN CTR,29.706319,-95.397195,1400000US48201313102,48201313102,TX,Harris County
HEALTHY TARRANT COUNTY COLLABORATION,32.765454,-97.252866,1400000US48439106507,48439106507,TX,Tarrant County
ASIAN AMERICAN HEALTH COALITION/HOUSTON,29.715091,-95.553787,1400000US48201433005,48201433005,TX,Harris County
"MIGRANT CLINICIANS NETWORK, INC.",30.266878,-97.788025,1400000US48453001910,48453001910,TX,Travis County
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,29.703025,-95.403303,1400000US48201412202,48201412202,TX,Harris County
"CLAIRVOYANT NETWORKS, INC.",30.269224,-97.866273,1400000US48453001921,48453001921,TX,Travis County
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,32.749542,-97.36903,1400000US48439102101,48439102101,TX,Tarrant County
UNIVERSITY OF TEXAS AT AUSTIN,30.291188,-97.737568,1400000US48453000601,48453000601,TX,Travis County
TEXAS STATE UNIVERSITY,29.888774,-97.937445,1400000US48209010200,48209010200,TX,Hays County
HILLMED INC,29.71033,-95.748508,1400000US48157673009,48157673009,TX,Fort Bend County
BAYLOR UNIVERSITY,31.555713,-97.121401,1400000US48309000100,48309000100,TX,McLennan County
COLLIGA APPS CORP.,25.763047,-80.190448,1400000US12086006721,12086006721,FL,Miami-Dade County
TEXAS BIOMEDICAL RESEARCH INSTITUTE,29.41514,-98.635627,1400000US48029171801,48029171801,TX,Bexar County
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,31.769999,-106.431625,1400000US48141003000,48141003000,TX,El Paso County
UNIVERSITY OF TEXAS EL PASO,31.770518,-106.504149,1400000US48141001502,48141001502,TX,El Paso County
TEXAS A&M AGRILIFE RESEARCH,30.611331,-96.348373,1400000US48041002017,48041002017,TX,Brazos County
